Country,Year,BirthRate
United Arab Emirates,1999,17.569
Argentina,1999,18.983
Armenia,1999,13.373
American Samoa,1999,13.373
Antigua and Barbuda,1999,13.373
Australia,1999,13.1
Austria,1999,9.655
Azerbaijan,1999,14.9
Burundi,1999,38.453
Belgium,1999,11.1
Benin,1999,42.316
Burkina Faso,1999,45.477
Bangladesh,1999,27.755
Bulgaria,1999,8.8
Bahrain,1999,20.583
"Bahamas, The",1999,20.245
Bosnia and Herzegovina,1999,11.507
Belarus,1999,9.1
Belize,1999,30.424
Bermuda,1999,30.424
Bolivia,1999,31.906
Brazil,1999,21.179
Barbados,1999,12.217
Brunei Darussalam,1999,23.995
Bhutan,1999,28.319
Botswana,1999,27.935
Central African Republic,1999,39.822
Canada,1999,11.2
Switzerland,1999,10.3
Channel Islands,1999,11.109
Chile,1999,17.155
China,1999,14.64
Cote d'Ivoire,1999,37.457
Cameroon,1999,37.758
"Congo, Rep.",1999,36.136
Colombia,1999,23.319
Comoros,1999,33.1
Cape Verde,1999,30.365
Costa Rica,1999,20.686
Cuba,1999,12.761
Cayman Islands,1999,12.761
Cyprus,1999,13.224
Czech Republic,1999,8.7
Germany,1999,9.4
Djibouti,1999,33.508
Dominica,1999,33.508
Denmark,1999,12.4
Dominican Republic,1999,25.312
Algeria,1999,20.962
East Asia & Pacific (developing only),1999,16.8912151
East Asia & Pacific (all income levels),1999,16.20997123
Europe & Central Asia (developing only),1999,12.85583164
Europe & Central Asia (all income levels),1999,11.60422257
Ecuador,1999,24.857
"Egypt, Arab Rep.",1999,26.367
Euro area,1999,10.43984772
Eritrea,1999,38.222
Spain,1999,9.58
Estonia,1999,9.0
Ethiopia,1999,42.987
European Union,1999,10.46922015
Finland,1999,11.1
Fiji,1999,24.806
France,1999,12.7
Faeroe Islands,1999,12.7
"Micronesia, Fed. Sts.",1999,30.688
Gabon,1999,32.212
United Kingdom,1999,11.8
Georgia,1999,12.311
Ghana,1999,34.812
Gibraltar,1999,34.812
Guinea,1999,42.894
"Gambia, The",1999,41.554
Guinea-Bissau,1999,43.327
Equatorial Guinea,1999,41.211
Greece,1999,9.2
Grenada,1999,19.842
Greenland,1999,16.88057041
Guatemala,1999,36.948
Guam,1999,22.945
Guyana,1999,23.467
High income,1999,12.23489545
"Hong Kong SAR, China",1999,7.8
Honduras,1999,32.347
Heavily indebted poor countries (HIPC),1999,42.38362851
Croatia,1999,9.9
Haiti,1999,31.735
Hungary,1999,9.4
Indonesia,1999,21.587
India,1999,26.1
Ireland,1999,14.2
"Iran, Islamic Rep.",1999,20.003
Iraq,1999,36.671
Iceland,1999,14.8
Israel,1999,21.5
Italy,1999,9.3
Jamaica,1999,20.8
Jordan,1999,30.876
Japan,1999,9.3
Kazakhstan,1999,14.2
Kenya,1999,38.23
Kyrgyz Republic,1999,21.5
Cambodia,1999,29.658
Kiribati,1999,29.658
St. Kitts and Nevis,1999,29.658
"Korea, Rep.",1999,13.2
Kosovo,1999,22.71
Kuwait,1999,19.859
Latin America & Caribbean (developing only),1999,22.92887667
Lao PDR,1999,34.036
Lebanon,1999,21.016
Liberia,1999,42.898
Libya,1999,23.788
St. Lucia,1999,18.9
Latin America & Caribbean (all income levels),1999,22.84120345
Least developed countries: UN classification,1999,38.30467069
Low income,1999,36.95480533
Liechtenstein,1999,36.95480533
Sri Lanka,1999,36.95480533
Lower middle income,1999,22.41646368
Low & middle income,1999,23.75004134
Lesotho,1999,33.15
Lithuania,1999,9.8
Luxembourg,1999,12.9
Latvia,1999,8.1
"Macao SAR, China",1999,9.444
Morocco,1999,22.427
Monaco,1999,22.427
Moldova,1999,12.062
Madagascar,1999,41.843
Maldives,1999,23.166
Middle East & North Africa (all income levels),1999,25.72914553
Mexico,1999,24.20228688
Marshall Islands,1999,41.8
Middle income,1999,21.64768619
"Macedonia, FYR",1999,13.139
Mali,1999,43.803
Malta,1999,11.2
Myanmar,1999,21.882
Middle East & North Africa (developing only),1999,25.78724478
Montenegro,1999,13.514
Mongolia,1999,20.234
Northern Mariana Islands,1999,20.234
Mozambique,1999,43.802
Mauritania,1999,36.934
Mauritius,1999,17.3
Malawi,1999,46.104
Malaysia,1999,23.876
Mayotte,1999,23.876
North America,1999,14.17484777
Namibia,1999,31.77
New Caledonia,1999,31.77
Niger,1999,53.235
Nigeria,1999,42.955
Nicaragua,1999,28.746
Netherlands,1999,12.7
High income: nonOECD,1999,17.43197037
Norway,1999,13.3
Nepal,1999,33.529
New Zealand,1999,14.89
High income: OECD,1999,11.8099833
OECD members,1999,13.49555894
Oman,1999,27.509
Pakistan,1999,33.207
Panama,1999,23.722
Peru,1999,24.606
Philippines,1999,28.048
Palau,1999,132.0
Papua New Guinea,1999,36.182
Poland,1999,9.9
Puerto Rico,1999,15.6
"Korea, Dem. Rep.",1999,17.173
Portugal,1999,11.6
Paraguay,1999,28.512
French Polynesia,1999,20.527
Qatar,1999,18.738
Russian Federation,1999,8.3
Rwanda,1999,40.384
South Asia,1999,27.57233865
Saudi Arabia,1999,28.508
Sudan,1999,37.03
Senegal,1999,40.74
Singapore,1999,12.8
Solomon Islands,1999,35.514
Sierra Leone,1999,42.545
El Salvador,1999,25.609
San Marino,1999,25.609
Somalia,1999,45.953
Serbia,1999,9.6
Sub-Saharan Africa (developing only),1999,41.22305195
Sub-Saharan Africa (all income levels),1999,41.22304251
Sao Tome and Principe,1999,35.764
Suriname,1999,22.937
Slovak Republic,1999,10.4
Slovenia,1999,8.8
Sweden,1999,9.9
Swaziland,1999,33.384
Seychelles,1999,18.2
Syrian Arab Republic,1999,29.694
Turks and Caicos Islands,1999,29.694
Chad,1999,47.788
Togo,1999,37.633
Thailand,1999,16.024
Tajikistan,1999,31.527
Turkmenistan,1999,23.853
Tonga,1999,28.142
Trinidad and Tobago,1999,14.644
Tunisia,1999,16.9
Turkey,1999,21.697
Tuvalu,1999,21.697
Tanzania,1999,41.803
Uganda,1999,48.047
Ukraine,1999,7.8
Upper middle income,1999,18.82117641
Uruguay,1999,16.4
United States,1999,14.5
Uzbekistan,1999,22.40852714
St. Vincent and the Grenadines,1999,20.475
"Venezuela, RB",1999,23.7
Virgin Islands (U.S.),1999,16.1
Vietnam,1999,20.383
Vanuatu,1999,33.345
World,1999,21.74245337
Samoa,1999,31.504
"Yemen, Rep.",1999,41.322
South Africa,1999,24.899
Zambia,1999,45.048
Zimbabwe,1999,31.268
Aruba,2000,14.528
Afghanistan,2000,50.903
Angola,2000,48.355
Albania,2000,16.85
Netherlands Antilles,2000,15.412
Arab World,2000,28.68279615
United Arab Emirates,2000,17.168
Argentina,2000,18.641
Armenia,2000,13.34
American Samoa,2000,13.34
Antigua and Barbuda,2000,21.1
Australia,2000,13.0
Austria,2000,9.6
Azerbaijan,2000,14.8
Burundi,2000,37.685
Belgium,2000,11.2
Benin,2000,41.942
Burkina Faso,2000,45.261
Bangladesh,2000,27.09
Bulgaria,2000,9.0
Bahrain,2000,20.196
"Bahamas, The",2000,19.593
Bosnia and Herzegovina,2000,11.074
Belarus,2000,9.4
Belize,2000,29.633
Bermuda,2000,13.5
Bolivia,2000,31.396
Brazil,2000,20.878
Barbados,2000,11.999
Brunei Darussalam,2000,23.247
Bhutan,2000,27.477
Botswana,2000,27.318
Central African Republic,2000,39.558
Canada,2000,10.9
Switzerland,2000,10.9
Channel Islands,2000,10.907
Chile,2000,16.633
China,2000,14.03
Cote d'Ivoire,2000,37.326
Cameroon,2000,37.685
"Congo, Rep.",2000,36.187
Colombia,2000,22.905
Comoros,2000,33.07
Cape Verde,2000,29.587
Costa Rica,2000,20.204
Cuba,2000,12.525
Cayman Islands,2000,12.525
Cyprus,2000,12.756
Czech Republic,2000,8.8
Germany,2000,9.3
Djibouti,2000,32.78
Dominica,2000,15.8
Denmark,2000,12.6
Dominican Republic,2000,24.971
Algeria,2000,20.629
East Asia & Pacific (developing only),2000,16.35377358
East Asia & Pacific (all income levels),2000,15.75562016
Europe & Central Asia (developing only),2000,12.85004546
Europe & Central Asia (all income levels),2000,11.66077363
Ecuador,2000,24.4
"Egypt, Arab Rep.",2000,26.182
Euro area,2000,10.65060877
Eritrea,2000,38.276
Spain,2000,9.91
Estonia,2000,9.5
Ethiopia,2000,42.242
European Union,2000,10.5621406
Finland,2000,11.0
Fiji,2000,24.337
France,2000,13.2
Faeroe Islands,2000,13.2
"Micronesia, Fed. Sts.",2000,30.176
Gabon,2000,31.432
United Kingdom,2000,11.4
Georgia,2000,12.095
Ghana,2000,34.455
Gibraltar,2000,34.455
Guinea,2000,42.502
"Gambia, The",2000,41.056
Guinea-Bissau,2000,43.186
Equatorial Guinea,2000,40.512
Greece,2000,11.7
Grenada,2000,19.449
Greenland,2000,15.74733096
Guatemala,2000,36.632
Guam,2000,22.294
Guyana,2000,22.959
High income,2000,12.36550377
"Hong Kong SAR, China",2000,8.1
Honduras,2000,31.643
Heavily indebted poor countries (HIPC),2000,42.0207773
Croatia,2000,10.0
Haiti,2000,31.153
Hungary,2000,9.6
Indonesia,2000,21.317
India,2000,25.8
Ireland,2000,14.0
"Iran, Islamic Rep.",2000,19.715
Iraq,2000,36.042
Iceland,2000,14.0
Israel,2000,21.7
Italy,2000,9.3
Jamaica,2000,20.7
Jordan,2000,30.031
Japan,2000,9.4
Kazakhstan,2000,14.7
Kenya,2000,38.358
Kyrgyz Republic,2000,19.8
Cambodia,2000,28.292
Kiribati,2000,29.42
St. Kitts and Nevis,2000,18.175
"Korea, Rep.",2000,13.4
Kosovo,2000,22.76
Kuwait,2000,19.577
Latin America & Caribbean (developing only),2000,22.54393512
Lao PDR,2000,32.61
Lebanon,2000,20.062
Liberia,2000,42.399
Libya,2000,23.878
St. Lucia,2000,18.2
Latin America & Caribbean (all income levels),2000,22.46073793
Least developed countries: UN classification,2000,37.86473028
Low income,2000,36.56238373
Liechtenstein,2000,36.56238373
Sri Lanka,2000,18.4
Lower middle income,2000,22.00327829
Low & middle income,2000,23.39766415
Lesotho,2000,32.658
Lithuania,2000,9.2
Luxembourg,2000,13.1
Latvia,2000,8.5
"Macao SAR, China",2000,8.676
Morocco,2000,21.894
Monaco,2000,21.894
Moldova,2000,11.817
Madagascar,2000,41.148
Maldives,2000,21.74
Middle East & North Africa (all income levels),2000,25.39408632
Mexico,2000,23.74653963
Marshall Islands,2000,40.66666667
Middle income,2000,21.28989635
"Macedonia, FYR",2000,12.728
Mali,2000,43.607
Malta,2000,10.8
Myanmar,2000,21.697
Middle East & North Africa (developing only),2000,25.47295201
Montenegro,2000,13.373
Mongolia,2000,19.456
Northern Mariana Islands,2000,19.456
Mozambique,2000,43.83
Mauritania,2000,36.606
Mauritius,2000,17.0
Malawi,2000,45.463
Malaysia,2000,23.468
Mayotte,2000,23.468
North America,2000,14.32620452
Namibia,2000,31.182
New Caledonia,2000,21.4
Niger,2000,52.878
Nigeria,2000,42.624
Nicaragua,2000,27.902
Netherlands,2000,13.0
High income: nonOECD,2000,17.50002685
Norway,2000,13.2
Nepal,2000,32.584
New Zealand,2000,14.9
High income: OECD,2000,11.94091694
OECD members,2000,13.53867951
Oman,2000,26.445
Pakistan,2000,32.715
Panama,2000,23.463
Peru,2000,24.119
Philippines,2000,27.526
Palau,2000,14.5
Papua New Guinea,2000,35.705
Poland,2000,9.8
Puerto Rico,2000,15.6
"Korea, Dem. Rep.",2000,16.521
Portugal,2000,11.6
Paraguay,2000,28.036
French Polynesia,2000,20.041
Qatar,2000,17.98
Russian Federation,2000,8.7
Rwanda,2000,40.618
South Asia,2000,27.08943826
Saudi Arabia,2000,27.894
Sudan,2000,36.343
Senegal,2000,40.367
Singapore,2000,11.8
Solomon Islands,2000,34.957
Sierra Leone,2000,42.428
El Salvador,2000,24.528
San Marino,2000,24.528
Somalia,2000,45.923
Serbia,2000,9.8
Sub-Saharan Africa (developing only),2000,40.91767082
Sub-Saharan Africa (all income levels),2000,40.91735171
Sao Tome and Principe,2000,35.559
Suriname,2000,22.545
Slovak Republic,2000,10.2
Slovenia,2000,9.1
Sweden,2000,10.2
Swaziland,2000,32.824
Seychelles,2000,18.6
Syrian Arab Republic,2000,29.586
Turks and Caicos Islands,2000,29.586
Chad,2000,47.801
Togo,2000,37.123
Thailand,2000,15.751
Tajikistan,2000,30.814
Turkmenistan,2000,23.411
Tonga,2000,28.203
Trinidad and Tobago,2000,14.506
Tunisia,2000,17.1
Turkey,2000,21.107
Tuvalu,2000,21.107
Tanzania,2000,41.768
Uganda,2000,47.846
Ukraine,2000,7.8
Upper middle income,2000,18.64836657
Uruguay,2000,15.9
United States,2000,14.7
Uzbekistan,2000,21.4024803
St. Vincent and the Grenadines,2000,19.909
"Venezuela, RB",2000,23.4
Virgin Islands (U.S.),2000,16.36666667
Vietnam,2000,19.805
Vanuatu,2000,32.933
World,2000,21.49241097
Samoa,2000,31.113
"Yemen, Rep.",2000,40.407
South Africa,2000,24.684
Zambia,2000,45.01
Zimbabwe,2000,30.876
Aruba,2001,14.041
Afghanistan,2001,50.486
Angola,2001,48.005
Albania,2001,16.081
Netherlands Antilles,2001,15.096
Arab World,2001,28.30523828
United Arab Emirates,2001,16.811
Argentina,2001,18.332
Armenia,2001,13.511
American Samoa,2001,13.511
Antigua and Barbuda,2001,13.511
Australia,2001,12.7
Austria,2001,9.3
Azerbaijan,2001,13.8
Burundi,2001,37.003
Belgium,2001,11.1
Benin,2001,41.592
Burkina Faso,2001,45.213
Bangladesh,2001,26.392
Bulgaria,2001,8.6
Bahrain,2001,19.887
"Bahamas, The",2001,18.989
Bosnia and Herzegovina,2001,10.609
Belarus,2001,9.2
Belize,2001,28.878
Bermuda,2001,13.4
Bolivia,2001,30.909
Brazil,2001,20.482
Barbados,2001,11.823
Brunei Darussalam,2001,22.572
Bhutan,2001,26.669
Botswana,2001,26.745
Central African Republic,2001,39.206
Canada,2001,10.6
Switzerland,2001,10.1
Channel Islands,2001,10.721
Chile,2001,16.213
China,2001,13.38
Cote d'Ivoire,2001,37.201
Cameroon,2001,37.699
"Congo, Rep.",2001,36.25
Colombia,2001,22.525
Comoros,2001,33.086
Cape Verde,2001,28.822
Costa Rica,2001,19.72
Cuba,2001,12.295
Cayman Islands,2001,12.295
Cyprus,2001,12.379
Czech Republic,2001,8.9
Germany,2001,9.0
Djibouti,2001,32.147
Dominica,2001,32.147
Denmark,2001,12.2
Dominican Republic,2001,24.675
Algeria,2001,20.508
East Asia & Pacific (developing only),2001,15.8061709
East Asia & Pacific (all income levels),2001,15.19497166
Europe & Central Asia (developing only),2001,12.81579739
Europe & Central Asia (all income levels),2001,11.51167756
Ecuador,2001,23.921
"Egypt, Arab Rep.",2001,25.994
Euro area,2001,10.38053377
Eritrea,2001,38.364
Spain,2001,10.1
Estonia,2001,9.3
Ethiopia,2001,41.565
European Union,2001,10.32409015
Finland,2001,10.8
Fiji,2001,23.862
France,2001,13.1
Faeroe Islands,2001,13.1
"Micronesia, Fed. Sts.",2001,29.574
Gabon,2001,30.745
United Kingdom,2001,11.3
Georgia,2001,11.97
Ghana,2001,34.134
Gibraltar,2001,34.134
Guinea,2001,42.131
"Gambia, The",2001,40.529
Guinea-Bissau,2001,43.004
Equatorial Guinea,2001,39.905
Greece,2001,9.4
Grenada,2001,19.162
Greenland,2001,16.6282165
Guatemala,2001,36.298
Guam,2001,21.646
Guyana,2001,22.355
High income,2001,11.92556342
"Hong Kong SAR, China",2001,7.2
Honduras,2001,30.989
Heavily indebted poor countries (HIPC),2001,41.68747669
Croatia,2001,9.2
Haiti,2001,30.592
Hungary,2001,9.5
Indonesia,2001,21.052
India,2001,25.4
Ireland,2001,15.1
"Iran, Islamic Rep.",2001,19.614
Iraq,2001,35.353
Iceland,2001,14.4
Israel,2001,21.2
Italy,2001,9.0
Jamaica,2001,21.2
Jordan,2001,29.182
Japan,2001,9.3
Kazakhstan,2001,14.9
Kenya,2001,38.523
Kyrgyz Republic,2001,19.8
Cambodia,2001,27.176
Kiribati,2001,27.176
St. Kitts and Nevis,2001,17.4
"Korea, Rep.",2001,11.6
Kosovo,2001,21.74
Kuwait,2001,19.234
Latin America & Caribbean (developing only),2001,22.07318177
Lao PDR,2001,31.245
Lebanon,2001,19.113
Liberia,2001,41.883
Libya,2001,23.945
St. Lucia,2001,17.7
Latin America & Caribbean (all income levels),2001,21.98901234
Least developed countries: UN classification,2001,37.43667549
Low income,2001,36.19661716
Liechtenstein,2001,36.19661716
Sri Lanka,2001,18.9
Lower middle income,2001,21.5794525
Low & middle income,2001,23.0382472
Lesotho,2001,32.117
Lithuania,2001,9.0
Luxembourg,2001,12.4
Latvia,2001,8.3
"Macao SAR, China",2001,8.105
Morocco,2001,21.454
Monaco,2001,21.454
Moldova,2001,11.651
Madagascar,2001,40.428
Maldives,2001,20.635
Middle East & North Africa (all income levels),2001,25.09806776
Mexico,2001,22.88632886
Marshall Islands,2001,22.88632886
Middle income,2001,20.91010083
"Macedonia, FYR",2001,12.36
Mali,2001,43.466
Malta,2001,10.0
Myanmar,2001,21.569
Middle East & North Africa (developing only),2001,25.2173962
Montenegro,2001,13.236
Mongolia,2001,18.914
Northern Mariana Islands,2001,18.914
Mozambique,2001,43.746
Mauritania,2001,36.275
Mauritius,2001,16.4
Malawi,2001,44.784
Malaysia,2001,23.079
Mayotte,2001,23.079
North America,2001,13.75584662
Namibia,2001,30.651
New Caledonia,2001,19.9
Niger,2001,52.649
Nigeria,2001,42.307
Nicaragua,2001,27.185
Netherlands,2001,12.6
High income: nonOECD,2001,16.5541096
Norway,2001,12.6
Nepal,2001,31.586
New Zealand,2001,14.4
High income: OECD,2001,11.54017642
OECD members,2001,13.09733096
Oman,2001,25.426
Pakistan,2001,32.28
Panama,2001,23.167
Peru,2001,23.673
Philippines,2001,27.052
Palau,2001,15.3
Papua New Guinea,2001,35.155
Poland,2001,9.5
Puerto Rico,2001,14.58
"Korea, Dem. Rep.",2001,15.931
Portugal,2001,10.8
Paraguay,2001,27.574
French Polynesia,2001,19.632
Qatar,2001,17.118
Russian Federation,2001,9.1
Rwanda,2001,40.795
South Asia,2001,26.66620872
Saudi Arabia,2001,27.297
Sudan,2001,35.64
Senegal,2001,40.057
Singapore,2001,11.8
Solomon Islands,2001,34.397
Sierra Leone,2001,42.266
El Salvador,2001,23.482
San Marino,2001,23.482
Somalia,2001,45.848
Serbia,2001,10.5
Sub-Saharan Africa (developing only),2001,40.63187618
Sub-Saharan Africa (all income levels),2001,40.63130228
Sao Tome and Principe,2001,35.308
Suriname,2001,22.033
Slovak Republic,2001,9.5
Slovenia,2001,8.8
Sweden,2001,10.4
Swaziland,2001,32.36
Seychelles,2001,17.7
Syrian Arab Republic,2001,29.517
Turks and Caicos Islands,2001,29.517
Chad,2001,47.759
Togo,2001,36.604
Thailand,2001,15.525
Tajikistan,2001,30.196
Turkmenistan,2001,23.191
Tonga,2001,28.338
Trinidad and Tobago,2001,14.44
Tunisia,2001,16.9
Turkey,2001,20.546
Tuvalu,2001,20.546
Tanzania,2001,41.777
Uganda,2001,47.665
Ukraine,2001,7.7
Upper middle income,2001,18.42350811
Uruguay,2001,15.5
United States,2001,14.1
Uzbekistan,2001,20.54723255
St. Vincent and the Grenadines,2001,19.393
"Venezuela, RB",2001,23.2
Virgin Islands (U.S.),2001,23.2
Vietnam,2001,19.39
Vanuatu,2001,32.567
World,2001,21.13105092
Samoa,2001,30.462
"Yemen, Rep.",2001,39.624
South Africa,2001,24.458
Zambia,2001,44.907
Zimbabwe,2001,30.577
Aruba,2002,13.579
Afghanistan,2002,49.984
Angola,2002,47.545
Albania,2002,15.444
Netherlands Antilles,2002,14.824
Arab World,2002,27.96243696
United Arab Emirates,2002,16.456
Argentina,2002,18.066
Armenia,2002,13.799
American Samoa,2002,13.799
Antigua and Barbuda,2002,18.1
Australia,2002,12.8
Austria,2002,8.9
Azerbaijan,2002,13.8
Burundi,2002,36.413
Belgium,2002,10.8
Benin,2002,41.265
Burkina Faso,2002,45.362
Bangladesh,2002,25.661
Bulgaria,2002,8.5
Bahrain,2002,19.622
"Bahamas, The",2002,18.45
Bosnia and Herzegovina,2002,10.17
Belarus,2002,9.4
Belize,2002,28.156
Bermuda,2002,13.4
Bolivia,2002,30.418
Brazil,2002,19.998
Barbados,2002,11.68
Brunei Darussalam,2002,21.977
Bhutan,2002,25.861
Botswana,2002,26.235
Central African Republic,2002,38.776
Canada,2002,10.7
Switzerland,2002,9.7
Channel Islands,2002,10.537
Chile,2002,15.878
China,2002,12.86
Cote d'Ivoire,2002,37.05
Cameroon,2002,37.748
"Congo, Rep.",2002,36.277
Colombia,2002,22.176
Comoros,2002,33.131
Cape Verde,2002,28.06
Costa Rica,2002,19.226
Cuba,2002,12.053
Cayman Islands,2002,12.053
Cyprus,2002,12.08
Czech Republic,2002,9.095976443
Germany,2002,8.7
Djibouti,2002,31.572
Dominica,2002,15.4
Denmark,2002,11.9
Dominican Republic,2002,24.399
Algeria,2002,20.519
East Asia & Pacific (developing only),2002,15.36190419
East Asia & Pacific (all income levels),2002,14.76441384
Europe & Central Asia (developing only),2002,13.12734297
Europe & Central Asia (all income levels),2002,11.57464695
Ecuador,2002,23.435
"Egypt, Arab Rep.",2002,25.814
Euro area,2002,10.28759532
Eritrea,2002,38.439
Spain,2002,10.1
Estonia,2002,9.0
Ethiopia,2002,40.959
European Union,2002,10.17731208
Finland,2002,10.7
Fiji,2002,23.388
France,2002,12.5
Faeroe Islands,2002,12.5
"Micronesia, Fed. Sts.",2002,28.92
Gabon,2002,30.127
United Kingdom,2002,10.8
Georgia,2002,11.915
Ghana,2002,33.845
Gibraltar,2002,33.845
Guinea,2002,41.779
"Gambia, The",2002,39.983
Guinea-Bissau,2002,42.793
Equatorial Guinea,2002,39.392
Greece,2002,9.3
Grenada,2002,18.983
Greenland,2002,16.60777385
Guatemala,2002,35.933
Guam,2002,21.016
Guyana,2002,21.683
High income,2002,11.72772799
"Hong Kong SAR, China",2002,7.1
Honduras,2002,30.383
Heavily indebted poor countries (HIPC),2002,41.35723312
Croatia,2002,9.9
Haiti,2002,30.064
Hungary,2002,9.5
Indonesia,2002,20.776
India,2002,25.0
Ireland,2002,15.4
"Iran, Islamic Rep.",2002,19.602
Iraq,2002,34.656
Iceland,2002,13.3
Israel,2002,21.2
Italy,2002,9.4
Jamaica,2002,20.0
Jordan,2002,28.397
Japan,2002,9.3
Kazakhstan,2002,14.6
Kenya,2002,38.715
Kyrgyz Republic,2002,19.2
Cambodia,2002,26.299
Kiribati,2002,27.7
St. Kitts and Nevis,2002,17.3
"Korea, Rep.",2002,10.3
Kosovo,2002,20.8
Kuwait,2002,18.897
Latin America & Caribbean (developing only),2002,21.49669706
Lao PDR,2002,30.041
Lebanon,2002,18.233
Liberia,2002,41.36
Libya,2002,23.99
St. Lucia,2002,16.3
Latin America & Caribbean (all income levels),2002,21.41185931
Least developed countries: UN classification,2002,37.0148297
Low income,2002,35.83884939
Liechtenstein,2002,35.83884939
Sri Lanka,2002,19.1
Lower middle income,2002,21.23674553
Low & middle income,2002,22.73571645
Lesotho,2002,31.564
Lithuania,2002,9.2
Luxembourg,2002,12.2
Latvia,2002,8.2
"Macao SAR, China",2002,7.729
Morocco,2002,21.11
Monaco,2002,21.11
Moldova,2002,11.572
Madagascar,2002,39.704
Maldives,2002,19.811
Middle East & North Africa (all income levels),2002,24.86751793
Mexico,2002,21.61519509
Marshall Islands,2002,21.61519509
Middle income,2002,20.59499158
"Macedonia, FYR",2002,12.031
Mali,2002,43.367
Malta,2002,12.2
Myanmar,2002,21.47
Middle East & North Africa (developing only),2002,25.01882805
Montenegro,2002,13.084
Mongolia,2002,18.582
Northern Mariana Islands,2002,18.582
Mozambique,2002,43.514
Mauritania,2002,35.937
Mauritius,2002,16.5
Malawi,2002,44.083
Malaysia,2002,22.697
Mayotte,2002,31.37
North America,2002,13.58552402
Namibia,2002,30.161
New Caledonia,2002,18.9
Niger,2002,52.587
Nigeria,2002,42.003
Nicaragua,2002,26.588
Netherlands,2002,12.5
High income: nonOECD,2002,16.15392411
Norway,2002,12.2
Nepal,2002,30.559
New Zealand,2002,13.8
High income: OECD,2002,11.35588543
OECD members,2002,12.80593914
Oman,2002,24.506
Pakistan,2002,31.891
Panama,2002,22.843
Peru,2002,23.262
Philippines,2002,26.628
Palau,2002,13.0
Papua New Guinea,2002,34.573
Poland,2002,9.3
Puerto Rico,2002,13.7
"Korea, Dem. Rep.",2002,15.403
Portugal,2002,11.7
Paraguay,2002,27.124
French Polynesia,2002,19.286
Qatar,2002,16.213
Russian Federation,2002,9.8
Rwanda,2002,40.935
South Asia,2002,26.23816793
Saudi Arabia,2002,26.703
Sudan,2002,34.942
Senegal,2002,39.808
Singapore,2002,11.4
Solomon Islands,2002,33.839
Sierra Leone,2002,42.066
El Salvador,2002,22.54
San Marino,2002,22.54
Somalia,2002,45.725
Serbia,2002,10.4
Sub-Saharan Africa (developing only),2002,40.36161971
Sub-Saharan Africa (all income levels),2002,40.36085155
Sao Tome and Principe,2002,35.005
Suriname,2002,21.474
Slovak Republic,2002,10.6
Slovenia,2002,8.8
Sweden,2002,10.6
Swaziland,2002,31.955
Seychelles,2002,17.7
Syrian Arab Republic,2002,29.458
Turks and Caicos Islands,2002,29.458
Chad,2002,47.65
Togo,2002,36.072
Thailand,2002,15.333
Tajikistan,2002,29.667
Turkmenistan,2002,23.079
Tonga,2002,28.5
Trinidad and Tobago,2002,14.435
Tunisia,2002,16.7
Turkey,2002,20.04
Tuvalu,2002,20.04
Tanzania,2002,41.813
Uganda,2002,47.496
Ukraine,2002,8.7
Upper middle income,2002,18.20317729
Uruguay,2002,15.9
United States,2002,13.9
Uzbekistan,2002,21.07132599
St. Vincent and the Grenadines,2002,18.943
"Venezuela, RB",2002,22.9
Virgin Islands (U.S.),2002,16.9
Vietnam,2002,19.063
Vanuatu,2002,32.231
World,2002,20.856985
Samoa,2002,29.612
"Yemen, Rep.",2002,38.973
South Africa,2002,24.199
Zambia,2002,44.755
Zimbabwe,2002,30.361
Aruba,2003,13.153
Afghanistan,2003,49.416
Angola,2003,46.936
Albania,2003,14.962
Netherlands Antilles,2003,14.565
Arab World,2003,27.67007401
United Arab Emirates,2003,16.073
Argentina,2003,17.849
Armenia,2003,14.124
American Samoa,2003,14.124
Antigua and Barbuda,2003,14.124
Australia,2003,12.6
Austria,2003,9.5
Azerbaijan,2003,14.0
Burundi,2003,35.91
Belgium,2003,10.7
Benin,2003,40.956
Burkina Faso,2003,45.695
Bangladesh,2003,24.903
Bulgaria,2003,8.6
Bahrain,2003,19.373
"Bahamas, The",2003,17.987
Bosnia and Herzegovina,2003,9.8
Belarus,2003,8.964306238
Belize,2003,27.469
Bermuda,2003,27.469
Bolivia,2003,29.905
Brazil,2003,19.439
Barbados,2003,11.562
Brunei Darussalam,2003,21.464
Bhutan,2003,25.034
Botswana,2003,25.8
Central African Republic,2003,38.285
Canada,2003,10.5
Switzerland,2003,9.7
Channel Islands,2003,10.344
Chile,2003,15.613
China,2003,12.41
Cote d'Ivoire,2003,36.847
Cameroon,2003,37.785
"Congo, Rep.",2003,36.227
Colombia,2003,21.854
Comoros,2003,33.182
Cape Verde,2003,27.303
Costa Rica,2003,18.721
Cuba,2003,11.789
Cayman Islands,2003,11.789
Cyprus,2003,11.847
Czech Republic,2003,9.183317485
Germany,2003,8.6
Djibouti,2003,31.021
Dominica,2003,31.021
Denmark,2003,12.0
Dominican Republic,2003,24.125
Algeria,2003,20.589
East Asia & Pacific (developing only),2003,14.97100188
East Asia & Pacific (all income levels),2003,14.39760737
Europe & Central Asia (developing only),2003,13.16485183
Europe & Central Asia (all income levels),2003,11.65530216
Ecuador,2003,22.953
"Egypt, Arab Rep.",2003,25.649
Euro area,2003,10.32218295
Eritrea,2003,38.46
Spain,2003,10.5
